,mixed,near_end,far_end1,far_end2,mixed_path,near_end_path,far_end1_path,far_end2_path,near_end_loc,far_end_loc1,far_end_loc2,mic_loc1,room_dim,sample_freq,room_max_order,room_absorption
429,430.wav,FCKE0_1.wav,FBMH0_1.wav,MTBC0_1.wav,./data/mixed/430.wav,./data/near_end/FCKE0_1.wav,./data/far_end/FBMH0_1.wav,./data/far_end/MTBC0_1.wav,"[11, 4, 5]","[10, 2, 5]","[13, 1, 3]","[4, 6, 2]","[15, 10, 5]",16000,3,0.2
430,431.wav,FCKE0_2.wav,FSPM0_4.wav,FTAJ0_1.wav,./data/mixed/431.wav,./data/near_end/FCKE0_2.wav,./data/far_end/FSPM0_4.wav,./data/far_end/FTAJ0_1.wav,"[6, 6, 3]","[10, 6, 1]","[13, 2, 2]","[2, 6, 1]","[15, 10, 5]",16000,3,0.2
431,432.wav,FCKE0_2.wav,MREM0_2.wav,MKAJ0_2.wav,./data/mixed/432.wav,./data/near_end/FCKE0_2.wav,./data/far_end/MREM0_2.wav,./data/far_end/MKAJ0_2.wav,"[11, 4, 2]","[11, 1, 4]","[10, 9, 4]","[14, 8, 1]","[15, 10, 5]",16000,3,0.2
432,433.wav,FCKE0_2.wav,MKLR0_1.wav,FDML0_2.wav,./data/mixed/433.wav,./data/near_end/FCKE0_2.wav,./data/far_end/MKLR0_1.wav,./data/far_end/FDML0_2.wav,"[12, 1, 2]","[3, 10, 1]","[1, 8, 2]","[11, 10, 4]","[15, 10, 5]",16000,3,0.2
433,434.wav,FCKE0_2.wav,MRJT0_2.wav,MFMC0_1.wav,./data/mixed/434.wav,./data/near_end/FCKE0_2.wav,./data/far_end/MRJT0_2.wav,./data/far_end/MFMC0_1.wav,"[12, 3, 3]","[6, 3, 4]","[3, 8, 2]","[11, 5, 1]","[15, 10, 5]",16000,3,0.2
434,435.wav,FCKE0_2.wav,FCMM0_3.wav,MNTW0_4.wav,./data/mixed/435.wav,./data/near_end/FCKE0_2.wav,./data/far_end/FCMM0_3.wav,./data/far_end/MNTW0_4.wav,"[12, 6, 4]","[13, 6, 1]","[1, 7, 5]","[5, 8, 5]","[15, 10, 5]",16000,3,0.2
435,436.wav,FCKE0_3.wav,MBTH0_4.wav,FSAK0_2.wav,./data/mixed/436.wav,./data/near_end/FCKE0_3.wav,./data/far_end/MBTH0_4.wav,./data/far_end/FSAK0_2.wav,"[2, 10, 4]","[8, 8, 4]","[8, 10, 1]","[13, 9, 1]","[15, 10, 5]",16000,3,0.2
436,437.wav,FCKE0_3.wav,MDBP0_1.wav,MSAS0_2.wav,./data/mixed/437.wav,./data/near_end/FCKE0_3.wav,./data/far_end/MDBP0_1.wav,./data/far_end/MSAS0_2.wav,"[1, 4, 3]","[9, 6, 1]","[13, 6, 4]","[6, 2, 5]","[15, 10, 5]",16000,3,0.2
437,438.wav,FCKE0_3.wav,MRSO0_4.wav,FLJD0_2.wav,./data/mixed/438.wav,./data/near_end/FCKE0_3.wav,./data/far_end/MRSO0_4.wav,./data/far_end/FLJD0_2.wav,"[3, 3, 3]","[13, 8, 4]","[5, 1, 1]","[14, 8, 4]","[15, 10, 5]",16000,3,0.2
438,439.wav,FCKE0_3.wav,FBAS0_2.wav,MJBG0_3.wav,./data/mixed/439.wav,./data/near_end/FCKE0_3.wav,./data/far_end/FBAS0_2.wav,./data/far_end/MJBG0_3.wav,"[2, 8, 4]","[2, 8, 5]","[14, 1, 1]","[5, 2, 2]","[15, 10, 5]",16000,3,0.2
439,440.wav,FCKE0_3.wav,MESJ0_2.wav,MHMG0_1.wav,./data/mixed/440.wav,./data/near_end/FCKE0_3.wav,./data/far_end/MESJ0_2.wav,./data/far_end/MHMG0_1.wav,"[1, 8, 2]","[11, 7, 3]","[11, 4, 1]","[2, 4, 3]","[15, 10, 5]",16000,3,0.2
440,441.wav,FCKE0_4.wav,MSES0_3.wav,MJMM0_1.wav,./data/mixed/441.wav,./data/near_end/FCKE0_4.wav,./data/far_end/MSES0_3.wav,./data/far_end/MJMM0_1.wav,"[3, 9, 3]","[11, 6, 3]","[3, 7, 1]","[8, 9, 4]","[15, 10, 5]",16000,3,0.2
441,442.wav,FCKE0_4.wav,MCAL0_2.wav,FKFB0_2.wav,./data/mixed/442.wav,./data/near_end/FCKE0_4.wav,./data/far_end/MCAL0_2.wav,./data/far_end/FKFB0_2.wav,"[10, 4, 4]","[3, 1, 4]","[13, 8, 5]","[7, 2, 1]","[15, 10, 5]",16000,3,0.2
442,443.wav,FCKE0_4.wav,MRLD0_1.wav,MSES0_2.wav,./data/mixed/443.wav,./data/near_end/FCKE0_4.wav,./data/far_end/MRLD0_1.wav,./data/far_end/MSES0_2.wav,"[3, 4, 3]","[9, 1, 4]","[7, 5, 3]","[14, 9, 1]","[15, 10, 5]",16000,3,0.2
443,444.wav,FCKE0_4.wav,MRTJ0_1.wav,FPAF0_2.wav,./data/mixed/444.wav,./data/near_end/FCKE0_4.wav,./data/far_end/MRTJ0_1.wav,./data/far_end/FPAF0_2.wav,"[1, 7, 5]","[4, 3, 3]","[1, 4, 5]","[9, 6, 5]","[15, 10, 5]",16000,3,0.2
444,445.wav,FCKE0_4.wav,MCAE0_1.wav,MCEW0_2.wav,./data/mixed/445.wav,./data/near_end/FCKE0_4.wav,./data/far_end/MCAE0_1.wav,./data/far_end/MCEW0_2.wav,"[4, 2, 5]","[11, 4, 4]","[3, 8, 3]","[10, 6, 3]","[15, 10, 5]",16000,3,0.2
445,446.wav,FCLT0_1.wav,MBTH0_4.wav,MAFM0_1.wav,./data/mixed/446.wav,./data/near_end/FCLT0_1.wav,./data/far_end/MBTH0_4.wav,./data/far_end/MAFM0_1.wav,"[12, 7, 4]","[3, 5, 5]","[9, 1, 1]","[4, 6, 1]","[15, 10, 5]",16000,3,0.2
446,447.wav,FCLT0_1.wav,MDSS0_1.wav,MRJT0_3.wav,./data/mixed/447.wav,./data/near_end/FCLT0_1.wav,./data/far_end/MDSS0_1.wav,./data/far_end/MRJT0_3.wav,"[6, 7, 4]","[6, 6, 1]","[2, 6, 1]","[4, 7, 5]","[15, 10, 5]",16000,3,0.2
447,448.wav,FCLT0_1.wav,MMGC0_2.wav,MJRG0_2.wav,./data/mixed/448.wav,./data/near_end/FCLT0_1.wav,./data/far_end/MMGC0_2.wav,./data/far_end/MJRG0_2.wav,"[6, 5, 2]","[13, 3, 1]","[1, 6, 3]","[6, 9, 1]","[15, 10, 5]",16000,3,0.2
448,449.wav,FCLT0_1.wav,MESG0_2.wav,MRCW0_3.wav,./data/mixed/449.wav,./data/near_end/FCLT0_1.wav,./data/far_end/MESG0_2.wav,./data/far_end/MRCW0_3.wav,"[12, 2, 2]","[8, 9, 1]","[14, 4, 1]","[7, 6, 1]","[15, 10, 5]",16000,3,0.2
449,450.wav,FCLT0_1.wav,MZMB0_2.wav,MNTW0_2.wav,./data/mixed/450.wav,./data/near_end/FCLT0_1.wav,./data/far_end/MZMB0_2.wav,./data/far_end/MNTW0_2.wav,"[3, 8, 3]","[5, 4, 3]","[11, 9, 4]","[12, 7, 5]","[15, 10, 5]",16000,3,0.2
450,451.wav,FCLT0_2.wav,FJEN0_1.wav,MJFR0_4.wav,./data/mixed/451.wav,./data/near_end/FCLT0_2.wav,./data/far_end/FJEN0_1.wav,./data/far_end/MJFR0_4.wav,"[6, 3, 2]","[11, 4, 2]","[1, 10, 3]","[11, 3, 5]","[15, 10, 5]",16000,3,0.2
451,452.wav,FCLT0_2.wav,FGMB0_3.wav,MCEF0_3.wav,./data/mixed/452.wav,./data/near_end/FCLT0_2.wav,./data/far_end/FGMB0_3.wav,./data/far_end/MCEF0_3.wav,"[8, 9, 2]","[10, 8, 3]","[10, 10, 2]","[7, 4, 4]","[15, 10, 5]",16000,3,0.2
452,453.wav,FCLT0_2.wav,MDMA0_1.wav,FJRP1_3.wav,./data/mixed/453.wav,./data/near_end/FCLT0_2.wav,./data/far_end/MDMA0_1.wav,./data/far_end/FJRP1_3.wav,"[10, 4, 2]","[14, 9, 4]","[4, 9, 5]","[12, 4, 4]","[15, 10, 5]",16000,3,0.2
453,454.wav,FCLT0_2.wav,MRDM0_1.wav,MJLB0_1.wav,./data/mixed/454.wav,./data/near_end/FCLT0_2.wav,./data/far_end/MRDM0_1.wav,./data/far_end/MJLB0_1.wav,"[2, 2, 1]","[12, 9, 1]","[4, 9, 4]","[5, 6, 1]","[15, 10, 5]",16000,3,0.2
454,455.wav,FCLT0_2.wav,MDHS0_1.wav,FVMH0_1.wav,./data/mixed/455.wav,./data/near_end/FCLT0_2.wav,./data/far_end/MDHS0_1.wav,./data/far_end/FVMH0_1.wav,"[8, 5, 1]","[3, 2, 3]","[12, 8, 3]","[7, 2, 2]","[15, 10, 5]",16000,3,0.2
455,456.wav,FCLT0_3.wav,MDCM0_1.wav,MVJH0_2.wav,./data/mixed/456.wav,./data/near_end/FCLT0_3.wav,./data/far_end/MDCM0_1.wav,./data/far_end/MVJH0_2.wav,"[14, 6, 1]","[6, 1, 4]","[11, 3, 1]","[3, 6, 5]","[15, 10, 5]",16000,3,0.2
456,457.wav,FCLT0_3.wav,MTLB0_2.wav,MSFV0_3.wav,./data/mixed/457.wav,./data/near_end/FCLT0_3.wav,./data/far_end/MTLB0_2.wav,./data/far_end/MSFV0_3.wav,"[2, 10, 3]","[4, 2, 5]","[3, 3, 5]","[14, 10, 5]","[15, 10, 5]",16000,3,0.2
457,458.wav,FCLT0_3.wav,MSDH0_2.wav,MJSR0_3.wav,./data/mixed/458.wav,./data/near_end/FCLT0_3.wav,./data/far_end/MSDH0_2.wav,./data/far_end/MJSR0_3.wav,"[12, 4, 3]","[7, 10, 5]","[9, 1, 1]","[12, 4, 1]","[15, 10, 5]",16000,3,0.2
458,459.wav,FCLT0_3.wav,FBCG1_1.wav,MRRE0_4.wav,./data/mixed/459.wav,./data/near_end/FCLT0_3.wav,./data/far_end/FBCG1_1.wav,./data/far_end/MRRE0_4.wav,"[1, 5, 5]","[12, 6, 1]","[5, 3, 1]","[7, 9, 3]","[15, 10, 5]",16000,3,0.2
459,460.wav,FCLT0_3.wav,FLET0_3.wav,MGSL0_2.wav,./data/mixed/460.wav,./data/near_end/FCLT0_3.wav,./data/far_end/FLET0_3.wav,./data/far_end/MGSL0_2.wav,"[14, 6, 4]","[3, 5, 1]","[13, 2, 4]","[5, 4, 2]","[15, 10, 5]",16000,3,0.2
460,461.wav,FCLT0_4.wav,MBTH0_3.wav,FEXM0_2.wav,./data/mixed/461.wav,./data/near_end/FCLT0_4.wav,./data/far_end/MBTH0_3.wav,./data/far_end/FEXM0_2.wav,"[12, 8, 4]","[6, 5, 4]","[5, 10, 2]","[13, 5, 2]","[15, 10, 5]",16000,3,0.2
461,462.wav,FCLT0_4.wav,MDJM0_3.wav,MREH1_4.wav,./data/mixed/462.wav,./data/near_end/FCLT0_4.wav,./data/far_end/MDJM0_3.wav,./data/far_end/MREH1_4.wav,"[11, 1, 3]","[2, 1, 1]","[9, 7, 3]","[12, 7, 5]","[15, 10, 5]",16000,3,0.2
462,463.wav,FCLT0_4.wav,MRJH0_4.wav,MJRP0_2.wav,./data/mixed/463.wav,./data/near_end/FCLT0_4.wav,./data/far_end/MRJH0_4.wav,./data/far_end/MJRP0_2.wav,"[13, 6, 2]","[12, 3, 2]","[3, 3, 2]","[9, 1, 1]","[15, 10, 5]",16000,3,0.2
463,464.wav,FCLT0_4.wav,MMDG0_3.wav,MILB0_3.wav,./data/mixed/464.wav,./data/near_end/FCLT0_4.wav,./data/far_end/MMDG0_3.wav,./data/far_end/MILB0_3.wav,"[8, 7, 3]","[1, 1, 2]","[2, 5, 2]","[8, 9, 2]","[15, 10, 5]",16000,3,0.2
464,465.wav,FCLT0_4.wav,FLJD0_3.wav,MBMA1_2.wav,./data/mixed/465.wav,./data/near_end/FCLT0_4.wav,./data/far_end/FLJD0_3.wav,./data/far_end/MBMA1_2.wav,"[10, 8, 3]","[4, 7, 3]","[10, 9, 1]","[2, 7, 1]","[15, 10, 5]",16000,3,0.2
465,466.wav,FCMG0_1.wav,MREW1_1.wav,MDHS0_2.wav,./data/mixed/466.wav,./data/near_end/FCMG0_1.wav,./data/far_end/MREW1_1.wav,./data/far_end/MDHS0_2.wav,"[1, 3, 5]","[13, 1, 4]","[12, 3, 2]","[6, 4, 4]","[15, 10, 5]",16000,3,0.2
466,467.wav,FCMG0_1.wav,MEJS0_2.wav,MVRW0_1.wav,./data/mixed/467.wav,./data/near_end/FCMG0_1.wav,./data/far_end/MEJS0_2.wav,./data/far_end/MVRW0_1.wav,"[7, 6, 5]","[2, 1, 5]","[2, 6, 5]","[7, 1, 5]","[15, 10, 5]",16000,3,0.2
467,468.wav,FCMG0_1.wav,FLJD0_2.wav,MMLM0_1.wav,./data/mixed/468.wav,./data/near_end/FCMG0_1.wav,./data/far_end/FLJD0_2.wav,./data/far_end/MMLM0_1.wav,"[8, 1, 4]","[9, 9, 3]","[13, 4, 4]","[9, 5, 4]","[15, 10, 5]",16000,3,0.2
468,469.wav,FCMG0_1.wav,MJLB0_1.wav,FSBK0_1.wav,./data/mixed/469.wav,./data/near_end/FCMG0_1.wav,./data/far_end/MJLB0_1.wav,./data/far_end/FSBK0_1.wav,"[12, 2, 4]","[11, 10, 4]","[3, 10, 2]","[1, 1, 5]","[15, 10, 5]",16000,3,0.2
469,470.wav,FCMG0_1.wav,MTKP0_3.wav,MMSM0_2.wav,./data/mixed/470.wav,./data/near_end/FCMG0_1.wav,./data/far_end/MTKP0_3.wav,./data/far_end/MMSM0_2.wav,"[3, 4, 1]","[10, 5, 2]","[2, 7, 2]","[6, 3, 3]","[15, 10, 5]",16000,3,0.2
470,471.wav,FCMG0_2.wav,MMEA0_2.wav,MPRD0_4.wav,./data/mixed/471.wav,./data/near_end/FCMG0_2.wav,./data/far_end/MMEA0_2.wav,./data/far_end/MPRD0_4.wav,"[4, 6, 1]","[9, 7, 4]","[10, 4, 2]","[4, 5, 2]","[15, 10, 5]",16000,3,0.2
471,472.wav,FCMG0_2.wav,FDMY0_2.wav,MMLM0_1.wav,./data/mixed/472.wav,./data/near_end/FCMG0_2.wav,./data/far_end/FDMY0_2.wav,./data/far_end/MMLM0_1.wav,"[7, 6, 2]","[3, 7, 4]","[13, 3, 1]","[6, 8, 4]","[15, 10, 5]",16000,3,0.2
472,473.wav,FCMG0_2.wav,MFRM0_3.wav,MPRK0_1.wav,./data/mixed/473.wav,./data/near_end/FCMG0_2.wav,./data/far_end/MFRM0_3.wav,./data/far_end/MPRK0_1.wav,"[4, 9, 5]","[8, 8, 1]","[14, 5, 2]","[11, 8, 3]","[15, 10, 5]",16000,3,0.2
473,474.wav,FCMG0_2.wav,FPAB1_3.wav,MJDC0_1.wav,./data/mixed/474.wav,./data/near_end/FCMG0_2.wav,./data/far_end/FPAB1_3.wav,./data/far_end/MJDC0_1.wav,"[13, 2, 2]","[2, 9, 5]","[8, 3, 3]","[2, 6, 2]","[15, 10, 5]",16000,3,0.2
474,475.wav,FCMG0_2.wav,MSEM1_1.wav,MKDB0_3.wav,./data/mixed/475.wav,./data/near_end/FCMG0_2.wav,./data/far_end/MSEM1_1.wav,./data/far_end/MKDB0_3.wav,"[5, 3, 3]","[4, 8, 5]","[6, 6, 2]","[11, 7, 3]","[15, 10, 5]",16000,3,0.2
475,476.wav,FCMG0_3.wav,MABC0_2.wav,MRML0_4.wav,./data/mixed/476.wav,./data/near_end/FCMG0_3.wav,./data/far_end/MABC0_2.wav,./data/far_end/MRML0_4.wav,"[3, 6, 1]","[9, 1, 1]","[9, 8, 1]","[4, 9, 5]","[15, 10, 5]",16000,3,0.2
476,477.wav,FCMG0_3.wav,FJHK0_3.wav,MDLC0_3.wav,./data/mixed/477.wav,./data/near_end/FCMG0_3.wav,./data/far_end/FJHK0_3.wav,./data/far_end/MDLC0_3.wav,"[1, 2, 2]","[1, 7, 4]","[11, 6, 3]","[8, 10, 3]","[15, 10, 5]",16000,3,0.2
477,478.wav,FCMG0_3.wav,MRAV0_3.wav,MTKD0_3.wav,./data/mixed/478.wav,./data/near_end/FCMG0_3.wav,./data/far_end/MRAV0_3.wav,./data/far_end/MTKD0_3.wav,"[4, 9, 2]","[8, 5, 4]","[6, 8, 2]","[13, 1, 4]","[15, 10, 5]",16000,3,0.2
478,479.wav,FCMG0_3.wav,FAPB0_1.wav,MDRD0_4.wav,./data/mixed/479.wav,./data/near_end/FCMG0_3.wav,./data/far_end/FAPB0_1.wav,./data/far_end/MDRD0_4.wav,"[1, 6, 2]","[4, 9, 3]","[11, 7, 1]","[8, 3, 2]","[15, 10, 5]",16000,3,0.2
479,480.wav,FCMG0_3.wav,MMAA0_1.wav,MRKM0_3.wav,./data/mixed/480.wav,./data/near_end/FCMG0_3.wav,./data/far_end/MMAA0_1.wav,./data/far_end/MRKM0_3.wav,"[8, 10, 4]","[2, 4, 3]","[11, 7, 2]","[3, 8, 1]","[15, 10, 5]",16000,3,0.2
480,481.wav,FCMG0_4.wav,FSMM0_4.wav,FJXP0_3.wav,./data/mixed/481.wav,./data/near_end/FCMG0_4.wav,./data/far_end/FSMM0_4.wav,./data/far_end/FJXP0_3.wav,"[14, 3, 1]","[11, 4, 2]","[6, 1, 3]","[8, 9, 1]","[15, 10, 5]",16000,3,0.2
481,482.wav,FCMG0_4.wav,FCJS0_1.wav,MKAJ0_2.wav,./data/mixed/482.wav,./data/near_end/FCMG0_4.wav,./data/far_end/FCJS0_1.wav,./data/far_end/MKAJ0_2.wav,"[5, 1, 5]","[11, 7, 3]","[10, 9, 3]","[7, 2, 5]","[15, 10, 5]",16000,3,0.2
482,483.wav,FCMG0_4.wav,MPPC0_3.wav,MTAT0_2.wav,./data/mixed/483.wav,./data/near_end/FCMG0_4.wav,./data/far_end/MPPC0_3.wav,./data/far_end/MTAT0_2.wav,"[3, 10, 1]","[2, 3, 4]","[8, 10, 5]","[9, 10, 2]","[15, 10, 5]",16000,3,0.2
483,484.wav,FCMG0_4.wav,MHXL0_3.wav,MREW1_2.wav,./data/mixed/484.wav,./data/near_end/FCMG0_4.wav,./data/far_end/MHXL0_3.wav,./data/far_end/MREW1_2.wav,"[5, 5, 3]","[14, 5, 3]","[4, 6, 4]","[14, 8, 1]","[15, 10, 5]",16000,3,0.2
484,485.wav,FCMG0_4.wav,FSMA0_3.wav,FGCS0_2.wav,./data/mixed/485.wav,./data/near_end/FCMG0_4.wav,./data/far_end/FSMA0_3.wav,./data/far_end/FGCS0_2.wav,"[9, 6, 5]","[9, 6, 3]","[14, 8, 4]","[8, 5, 4]","[15, 10, 5]",16000,3,0.2
485,486.wav,FCMG0_5.wav,FECD0_3.wav,MJWS0_3.wav,./data/mixed/486.wav,./data/near_end/FCMG0_5.wav,./data/far_end/FECD0_3.wav,./data/far_end/MJWS0_3.wav,"[10, 10, 5]","[6, 6, 2]","[14, 7, 3]","[2, 8, 1]","[15, 10, 5]",16000,3,0.2
486,487.wav,FCMG0_5.wav,FKFB0_3.wav,MMAR0_4.wav,./data/mixed/487.wav,./data/near_end/FCMG0_5.wav,./data/far_end/FKFB0_3.wav,./data/far_end/MMAR0_4.wav,"[2, 3, 4]","[13, 8, 1]","[7, 8, 4]","[1, 9, 3]","[15, 10, 5]",16000,3,0.2
487,488.wav,FCMG0_5.wav,MDWH0_1.wav,FLET0_2.wav,./data/mixed/488.wav,./data/near_end/FCMG0_5.wav,./data/far_end/MDWH0_1.wav,./data/far_end/FLET0_2.wav,"[13, 5, 2]","[7, 5, 2]","[13, 6, 2]","[9, 10, 2]","[15, 10, 5]",16000,3,0.2
488,489.wav,FCMG0_5.wav,MJPM1_2.wav,FLTM0_2.wav,./data/mixed/489.wav,./data/near_end/FCMG0_5.wav,./data/far_end/MJPM1_2.wav,./data/far_end/FLTM0_2.wav,"[11, 9, 5]","[7, 6, 5]","[2, 2, 1]","[1, 7, 3]","[15, 10, 5]",16000,3,0.2
489,490.wav,FCMG0_5.wav,MRGM0_3.wav,FMJU0_3.wav,./data/mixed/490.wav,./data/near_end/FCMG0_5.wav,./data/far_end/MRGM0_3.wav,./data/far_end/FMJU0_3.wav,"[14, 6, 4]","[5, 10, 5]","[2, 2, 4]","[1, 2, 2]","[15, 10, 5]",16000,3,0.2
490,491.wav,FCMM0_1.wav,MEJL0_1.wav,MDLB0_4.wav,./data/mixed/491.wav,./data/near_end/FCMM0_1.wav,./data/far_end/MEJL0_1.wav,./data/far_end/MDLB0_4.wav,"[4, 3, 2]","[1, 8, 1]","[13, 5, 2]","[11, 2, 3]","[15, 10, 5]",16000,3,0.2
491,492.wav,FCMM0_1.wav,MDMT0_2.wav,MJJJ0_2.wav,./data/mixed/492.wav,./data/near_end/FCMM0_1.wav,./data/far_end/MDMT0_2.wav,./data/far_end/MJJJ0_2.wav,"[10, 5, 1]","[9, 1, 1]","[6, 9, 3]","[12, 8, 3]","[15, 10, 5]",16000,3,0.2
492,493.wav,FCMM0_1.wav,FPLS0_2.wav,MPRB0_2.wav,./data/mixed/493.wav,./data/near_end/FCMM0_1.wav,./data/far_end/FPLS0_2.wav,./data/far_end/MPRB0_2.wav,"[13, 3, 5]","[8, 4, 2]","[14, 8, 3]","[2, 5, 1]","[15, 10, 5]",16000,3,0.2
493,494.wav,FCMM0_1.wav,MGXP0_3.wav,FCAJ0_2.wav,./data/mixed/494.wav,./data/near_end/FCMM0_1.wav,./data/far_end/MGXP0_3.wav,./data/far_end/FCAJ0_2.wav,"[6, 7, 1]","[1, 7, 3]","[5, 4, 3]","[14, 9, 2]","[15, 10, 5]",16000,3,0.2
494,495.wav,FCMM0_1.wav,MDPB0_1.wav,MWEM0_4.wav,./data/mixed/495.wav,./data/near_end/FCMM0_1.wav,./data/far_end/MDPB0_1.wav,./data/far_end/MWEM0_4.wav,"[5, 10, 2]","[11, 3, 1]","[1, 4, 5]","[13, 1, 3]","[15, 10, 5]",16000,3,0.2
495,496.wav,FCMM0_2.wav,FSBK0_3.wav,FMJU0_1.wav,./data/mixed/496.wav,./data/near_end/FCMM0_2.wav,./data/far_end/FSBK0_3.wav,./data/far_end/FMJU0_1.wav,"[13, 4, 3]","[10, 7, 1]","[14, 3, 1]","[3, 8, 5]","[15, 10, 5]",16000,3,0.2
496,497.wav,FCMM0_2.wav,MDPB0_1.wav,MVLO0_2.wav,./data/mixed/497.wav,./data/near_end/FCMM0_2.wav,./data/far_end/MDPB0_1.wav,./data/far_end/MVLO0_2.wav,"[4, 7, 3]","[5, 3, 1]","[10, 5, 2]","[9, 6, 4]","[15, 10, 5]",16000,3,0.2
497,498.wav,FCMM0_2.wav,MTBC0_3.wav,FMAH1_1.wav,./data/mixed/498.wav,./data/near_end/FCMM0_2.wav,./data/far_end/MTBC0_3.wav,./data/far_end/FMAH1_1.wav,"[7, 9, 5]","[8, 8, 2]","[3, 6, 2]","[9, 7, 4]","[15, 10, 5]",16000,3,0.2
498,499.wav,FCMM0_2.wav,FKFB0_1.wav,MCXM0_2.wav,./data/mixed/499.wav,./data/near_end/FCMM0_2.wav,./data/far_end/FKFB0_1.wav,./data/far_end/MCXM0_2.wav,"[8, 2, 4]","[10, 3, 3]","[9, 8, 3]","[13, 6, 2]","[15, 10, 5]",16000,3,0.2
499,500.wav,FCMM0_2.wav,MRKM0_4.wav,FKLH0_1.wav,./data/mixed/500.wav,./data/near_end/FCMM0_2.wav,./data/far_end/MRKM0_4.wav,./data/far_end/FKLH0_1.wav,"[3, 4, 4]","[6, 6, 2]","[13, 10, 4]","[1, 6, 5]","[15, 10, 5]",16000,3,0.2
500,501.wav,FCMM0_3.wav,MAKB0_1.wav,MSMC0_3.wav,./data/mixed/501.wav,./data/near_end/FCMM0_3.wav,./data/far_end/MAKB0_1.wav,./data/far_end/MSMC0_3.wav,"[1, 9, 5]","[5, 10, 4]","[11, 6, 1]","[1, 7, 1]","[15, 10, 5]",16000,3,0.2
501,502.wav,FCMM0_3.wav,MDRD0_3.wav,FALR0_2.wav,./data/mixed/502.wav,./data/near_end/FCMM0_3.wav,./data/far_end/MDRD0_3.wav,./data/far_end/FALR0_2.wav,"[13, 10, 5]","[3, 10, 1]","[2, 5, 2]","[11, 5, 4]","[15, 10, 5]",16000,3,0.2
502,503.wav,FCMM0_3.wav,MGRP0_4.wav,MJXL0_2.wav,./data/mixed/503.wav,./data/near_end/FCMM0_3.wav,./data/far_end/MGRP0_4.wav,./data/far_end/MJXL0_2.wav,"[14, 8, 1]","[4, 5, 3]","[10, 7, 3]","[12, 8, 2]","[15, 10, 5]",16000,3,0.2
503,504.wav,FCMM0_3.wav,FTBR0_3.wav,FNKL0_3.wav,./data/mixed/504.wav,./data/near_end/FCMM0_3.wav,./data/far_end/FTBR0_3.wav,./data/far_end/FNKL0_3.wav,"[2, 9, 4]","[14, 1, 1]","[6, 10, 5]","[5, 1, 5]","[15, 10, 5]",16000,3,0.2
504,505.wav,FCMM0_3.wav,MDLB0_3.wav,MKLW0_3.wav,./data/mixed/505.wav,./data/near_end/FCMM0_3.wav,./data/far_end/MDLB0_3.wav,./data/far_end/MKLW0_3.wav,"[9, 6, 4]","[8, 4, 5]","[13, 1, 1]","[8, 7, 5]","[15, 10, 5]",16000,3,0.2
505,506.wav,FCMM0_4.wav,MREW1_3.wav,FJRP1_4.wav,./data/mixed/506.wav,./data/near_end/FCMM0_4.wav,./data/far_end/MREW1_3.wav,./data/far_end/FJRP1_4.wav,"[9, 3, 4]","[7, 7, 4]","[7, 1, 3]","[5, 10, 1]","[15, 10, 5]",16000,3,0.2
506,507.wav,FCMM0_4.wav,MJEB0_1.wav,FLJG0_2.wav,./data/mixed/507.wav,./data/near_end/FCMM0_4.wav,./data/far_end/MJEB0_1.wav,./data/far_end/FLJG0_2.wav,"[5, 1, 4]","[3, 9, 5]","[12, 3, 4]","[10, 5, 1]","[15, 10, 5]",16000,3,0.2
507,508.wav,FCMM0_4.wav,MJBG0_2.wav,MKLS0_3.wav,./data/mixed/508.wav,./data/near_end/FCMM0_4.wav,./data/far_end/MJBG0_2.wav,./data/far_end/MKLS0_3.wav,"[2, 7, 4]","[10, 2, 4]","[4, 6, 4]","[3, 10, 4]","[15, 10, 5]",16000,3,0.2
508,509.wav,FCMM0_4.wav,MJDC0_1.wav,MMBS0_1.wav,./data/mixed/509.wav,./data/near_end/FCMM0_4.wav,./data/far_end/MJDC0_1.wav,./data/far_end/MMBS0_1.wav,"[2, 3, 1]","[7, 5, 4]","[11, 1, 3]","[11, 1, 5]","[15, 10, 5]",16000,3,0.2
509,510.wav,FCMM0_4.wav,MWAD0_1.wav,MTJS0_2.wav,./data/mixed/510.wav,./data/near_end/FCMM0_4.wav,./data/far_end/MWAD0_1.wav,./data/far_end/MTJS0_2.wav,"[10, 3, 1]","[12, 3, 5]","[10, 10, 2]","[9, 10, 5]","[15, 10, 5]",16000,3,0.2
510,511.wav,FCRZ0_1.wav,MILB0_1.wav,MSES0_2.wav,./data/mixed/511.wav,./data/near_end/FCRZ0_1.wav,./data/far_end/MILB0_1.wav,./data/far_end/MSES0_2.wav,"[14, 5, 1]","[5, 7, 3]","[1, 9, 1]","[4, 10, 2]","[15, 10, 5]",16000,3,0.2
511,512.wav,FCRZ0_1.wav,MJRP0_3.wav,MESG0_1.wav,./data/mixed/512.wav,./data/near_end/FCRZ0_1.wav,./data/far_end/MJRP0_3.wav,./data/far_end/MESG0_1.wav,"[4, 1, 5]","[3, 8, 1]","[1, 5, 1]","[3, 4, 3]","[15, 10, 5]",16000,3,0.2
